"taxon.name","X","variable.units","variable.element","variable.context","taxon.group","site.id","site.name","long","lat","iteration","age.older","age.younger","order","family","genus","NA"
"Mammuthus columbi",12614,"present/absent","bone/tooth",NA,"Mammals",4173,"Plainview",-101.616666666667,34.1166666666667,708,9800,9800,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",17754,"present/absent","bone/tooth",NA,"Mammals",4624,"Fossil Lake",-120.366666666667,43.25,1227,65000,35000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",23054,"present/absent","bone/tooth",NA,"Mammals",4928,"Ano Nuevo State Reserve",-122.25,37.0833333333333,1573,40000,27000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",43034,"present/absent","bone",NA,"Mammals",14399,"Beck Creek Local Fauna",-99.5,33.5,3621,NA,NA,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",26279,"present/absent","bone/tooth",NA,"Mammals",5144,"Cutler Hammock [Cutler Fossil Site] [8DA2001]",-80.3097222222222,25.6111111111111,1876,10000,9500,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",22719,"present/absent","bone/tooth",NA,"Mammals",4900,"China Lake Locality LACM 3569",-117.75,35.75,1544,20000,10000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",12641,"present/absent","bone/tooth",NA,"Mammals",4184,"Lindsay Mammoth Kill [24DW559]",-105.133333333333,47.25,719,11925,9490,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",28044,"present/absent","bone/tooth",NA,"Mammals",5261,"American Falls",-112.866666666667,42.75,2007,125000,75000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",13596,"present/absent","bone/tooth",NA,"Mammals",4256,"Salt Creek [34]",-103.5,31.25,812,35000,10000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",17656,"present/absent","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",26817,"present/absent","bone/tooth",NA,"Mammals",5171,"Edisto Beach [Edisto Island]",-80.2833333333333,32.5166666666667,1909,120000,11500,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",2640,"present/absent","bone/tooth",NA,"Mammals",3543,"Lubbock Lake [41LU1]",-101.892083333333,33.6204166666667,13,2070,870,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",5729,"present/absent","bone/tooth",NA,"Mammals",3657,"Leo Boatwright Gravel Pit",-96,32.1166666666667,145,35000,10000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",24815,"MNI","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",5809,"present/absent","bone/tooth",NA,"Mammals",3665,"Clear Creek Local Fauna [Trietsch Pit]",-97,33.25,153,35000,25000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",26788,"present/absent","bone/tooth",NA,"Mammals",5168,"Norden",-82.6166666666667,29.75,1906,20000,10000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",6791,"present/absent","bone/tooth",NA,"Mammals",3711,"Colby [49WA322]",-107.866666666667,44,212,11200,10864,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",6250,"NISP","bone/tooth",NA,"Mammals",3685,"Schulze Cave",-99.8666666666667,30.25,184,7000,3800,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",13149,"present/absent","bone/tooth",NA,"Mammals",4219,"Quitaque Creek",-100.5,34.25,775,35000,31400,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",44153,"present/absent","bone",NA,"Mammals",16112,"Waccasassa River VI",-82.8172222222222,29.1583333333333,3784,NA,NA,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",23833,"present/absent","bone/tooth",NA,"Mammals",4974,"Springer's Gravel Pit",-106.616666666667,35.1166666666667,1620,110000,11500,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",17676,"MNI","bone/tooth",NA,"Mammals",4611,"Naco [UALP68]",-109.866666666667,31.3666666666667,1214,12000,10800,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",17645,"MNI","bone/tooth",NA,"Mammals",4608,"Phillips Pit [Winslow Gravels] [MNA138]",-110.616666666667,35.1166666666667,1211,23000,22000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",28002,"MNI","bone/tooth",NA,"Mammals",5255,"Wallman Mammoth [26PHu8]",-118.75,41.25,2001,11500,10500,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",22688,"present/absent","bone/tooth",NA,"Mammals",4897,"Lone Tree Point [UCMP 1355]",-122.273333333333,38.0355555555556,1541,120000,70000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",26011,"MNI","bone/tooth",NA,"Mammals",5120,"Guest Mammoth [8MR130]",-82,29.8666666666667,1846,10000,9500,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",6922,"present/absent","bone/tooth",NA,"Mammals",3729,"Union Pacific Mammoth Kill [48CR182]",-107.616666666667,41.5,230,11280,11280,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",2320,"present/absent","bone/tooth",NA,"Mammals",3534,"Selby",-102.25,39.8666666666667,4,11710,7880,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",422,"present/absent","bone/tooth",NA,"Mammals",3544,"Dutton",-102.25,39.6166666666667,14,11710,7880,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",43071,"present/absent","bone",NA,"Mammals",14406,"Bliss Pit",-103.8,50.7666666666667,3626,NA,NA,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",5714,"present/absent","bone/tooth",NA,"Mammals",3655,"Valley Farms",-96.25,32.25,143,35000,10000,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",14350,"present/absent","bone/tooth",NA,"Mammals",4315,"Cooperton Mammoth [34KI26]",-98.75,34.75,902,20400,17575,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",12638,"present/absent","bone/tooth",NA,"Mammals",4181,"Sun River Canyon",-112.833333333333,47.6,716,11500,11500,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
"Mammuthus columbi",23829,"present/absent","bone/tooth",NA,"Mammals",4973,"Albuquerque Gravel Products Quarry",-106.5,35.1166666666667,1619,110000,11500,"Proboscidea","Elephantidae","Mammuthus","Mammuthus columbi"
